"feature","DHMR001","DHMR002","DHMR003","DHMR004","DHMR009","DHMR010","DHMR011","DHMR012"
"Tmc4",34,57,81,69,67,66,74,65
"Tmc6",867,2006,1770,1606,1938,2308,2227,1907
"Tmc7",49,77,133,103,72,78,71,78
"Tmc8",8,12,13,15,16,14,8,15
"Tmcc1",817,1489,1463,1570,1721,1687,1509,1584
"Tmcc2",1110,2071,2052,1993,2027,1906,2049,1988
"Tmcc3",671,1242,892,1140,1564,1411,1147,1052
"Tmco1",2047,3923,3948,3968,4088,4505,4174,4116
"Tmco3",1342,2885,2707,2522,2986,3267,3398,3105
"Tmco4",76,169,171,160,160,138,199,193
"Tmco6",169,278,337,300,316,354,353,350
"Tmed1",969,2036,2187,1951,1796,1949,2291,2111
"Tmed10",8483,16744,16770,16803,17411,19307,20119,18775
"Tmed2",6316,7967,8929,8323,8194,8170,8748,8709
"Tmed3",2459,5146,5075,4663,4854,5544,5916,5532
"Tmed4",1947,3941,4444,3901,3846,3913,4472,4269
"Tmed5",200,691,551,512,689,783,795,787
"Tmed6",0,0,1,0,1,0,1,0
"Tmed7",3285,7531,6034,7542,7696,8825,7532,7409
"Tmed8",589,1135,989,1204,1301,1302,1395,1434
"Tmed9",4964,9173,10418,9566,9146,8604,9437,9711
"Tmeff1",1287,2388,3584,3158,2666,2580,2784,3191
"Tmeff2",505,928,875,971,907,1025,679,646
"Tmem100",8,7,10,15,9,3,2,4
"Tmem101",479,896,989,933,930,887,867,912
"Tmem104",446,1046,893,840,967,1108,1287,1247
"Tmem106a",110,170,162,176,147,135,112,153
"Tmem106b",1820,5962,3770,4249,4998,6026,6421,6023
"Tmem106c",465,909,1021,917,864,960,942,880
"Tmem107",245,420,303,384,362,387,345,300
"Tmem108",2,0,5,2,2,1,2,0
"Tmem109",3453,6489,7044,6379,6264,6367,5881,5861
"Tmem11",752,1250,1503,1377,1317,1166,1254,1325
"Tmem110",525,962,941,1006,949,943,1042,990
"Tmem115",1090,2424,2291,2124,2013,2436,2733,2548
"Tmem116",5,16,21,7,17,34,26,17
"Tmem117",81,131,205,157,181,143,158,196
"Tmem119",3835,6207,7592,7339,5959,5255,4086,4792
"Tmem120a",505,986,1140,1041,971,970,1258,1067
"Tmem120b",349,660,739,662,675,614,580,571
"Tmem121",256,400,456,464,405,346,332,359
"Tmem123",8683,16448,16944,19880,17224,16343,12387,15125
"Tmem125",0,1,0,0,2,2,2,2
"Tmem126a",534,938,1110,1021,1035,963,934,960
"Tmem126b",261,431,502,472,456,480,486,489
"Tmem127",2672,5433,4827,4728,5339,5380,5258,4757
"Tmem128",554,919,1018,1060,1040,876,1014,1180
"Tmem129",863,1676,1840,1627,1671,1534,1671,1662
"Tmem130",34,25,70,57,26,15,14,40
"Tmem131",1824,4019,3240,3702,4262,4404,4356,4033
"Tmem132a",2620,5474,5318,4603,5327,5648,5649,5170
"Tmem132b",0,1,0,2,0,0,1,2
"Tmem134",1277,2400,2647,2538,2230,2327,2387,2434
"Tmem135",537,1099,982,1037,1175,1252,1321,1295
"Tmem136",0,3,5,3,1,1,0,1
"Tmem138",464,788,863,784,756,754,847,778
"Tmem139",1,1,6,5,7,1,2,3
"Tmem140",43,45,45,47,40,65,81,66
"Tmem141",213,370,414,347,367,384,353,347
"Tmem143",324,658,650,625,639,789,738,673
"Tmem144",44,88,73,82,93,72,72,72
"Tmem147",933,1893,2105,1812,1886,1853,1817,1850
"Tmem14a",39,65,80,74,86,99,82,55
"Tmem14c",1314,2454,2881,2565,2248,2314,2609,2723
"Tmem150a",409,780,823,761,781,792,765,831
"Tmem150b",2,0,2,1,3,1,2,2
"Tmem151a",217,638,412,358,517,782,869,763
"Tmem151b",6,7,9,7,13,4,2,10
"Tmem154",54,137,87,92,142,200,396,405
"Tmem158",336,556,758,583,559,537,462,611
"Tmem159",470,908,873,851,884,1015,1115,1047
"Tmem160",358,762,792,701,692,667,733,786
"Tmem161a",1138,2643,2739,2283,2631,2438,2731,2444
"Tmem161b",143,352,254,322,349,363,310,395
"Tmem163",1,0,2,1,0,3,2,0
"Tmem164",1361,2546,2265,2449,2334,2109,2245,2263
"Tmem165",1661,3192,3843,3517,3551,3530,3984,3985
"Tmem167",2057,4177,3998,4347,4190,4193,4253,4532
"Tmem167b",2310,4281,4611,4591,4530,4458,4613,4809
"Tmem168",1327,2513,2255,2607,2726,2655,2470,2705
"Tmem169",147,273,298,319,279,311,334,357
"Tmem17",60,120,106,105,161,141,131,132
"Tmem170",70,132,125,127,133,116,113,142
"Tmem170b",162,526,296,416,520,617,521,455
"Tmem171",61,99,110,118,98,71,67,85
"Tmem173",662,1101,875,1058,1095,1166,1279,1187
"Tmem175",527,1107,978,923,985,1153,1030,948
"Tmem176a",436,950,644,730,916,1220,966,680
"Tmem176b",1129,2738,1778,1927,2543,3198,2555,2083
"Tmem177",338,702,924,745,611,663,726,690
"Tmem178b",1,1,1,1,2,1,1,0
"Tmem179b",147,261,272,250,266,323,336,296
"Tmem18",618,1048,1173,1270,1155,1051,1093,1183
"Tmem180",20,69,63,41,52,78,70,66
"Tmem181a",313,475,413,400,456,412,499,446
"Tmem181b-ps",517,923,862,939,1028,1011,1017,1057
"Tmem181c-ps",117,338,328,376,412,364,392,437
"Tmem182",674,1147,1572,1216,1279,1043,814,1114
"Tmem183a",2167,3845,4496,4126,4143,3939,3940,3925
"Tmem184a",75,138,153,116,116,140,85,115
"Tmem184b",3541,7696,6670,6545,7508,7963,8749,8113
"Tmem184c",545,1596,1039,1263,1373,1787,1421,1291
"Tmem185b",751,1480,1480,1490,1529,1560,1599,1564
"Tmem186",344,644,965,737,673,614,748,733
"Tmem189",1719,3659,4107,3231,3455,3893,4261,4159
"Tmem19",1270,2535,2888,2595,2602,2668,2693,2643
"Tmem190",3,6,5,4,4,1,4,6
"Tmem191c",6,17,26,23,36,34,24,30
"Tmem192",341,864,740,675,791,877,1041,960
"Tmem194",459,830,968,978,894,688,680,783
"Tmem194b",116,219,197,248,202,162,185,189
"Tmem198",19,23,40,34,32,24,25,40
"Tmem198b",407,794,737,691,769,712,709,642
"Tmem199",507,1012,1173,995,1011,1020,1084,1176
"Tmem2",1356,2410,2789,2660,2362,1942,1797,2135
"Tmem200a",100,136,90,157,133,78,47,101
"Tmem200b",42,46,62,68,41,63,49,50
"Tmem200c",1,1,0,2,1,0,4,0
"Tmem201",753,1586,1551,1394,1488,1652,1602,1586
"Tmem202",22,33,47,31,39,39,46,35
"Tmem203",88,188,252,216,198,211,258,255
"Tmem204",36,56,48,55,48,47,43,45
"Tmem205",229,548,537,473,509,626,609,572
"Tmem206",371,704,832,730,747,818,966,930
"Tmem208",662,1247,1377,1333,1286,1291,1292,1288
"Tmem209",1113,2181,2157,2343,2270,2319,2332,2534
"Tmem212",1,1,0,2,1,0,2,2
"Tmem214",2163,4046,3753,3820,3783,3880,4123,3855
"Tmem216",203,346,415,395,370,343,406,472
"Tmem218",234,470,513,481,466,543,535,509
"Tmem219",371,635,638,668,561,593,614,604
"Tmem220",30,74,68,65,66,107,104,71
"Tmem221",4,17,6,8,10,22,20,11
"Tmem222",851,1603,1637,1529,1609,1664,1826,1772
"Tmem223",24,39,42,52,32,47,41,33
"Tmem229b",142,232,284,234,240,192,167,239
"Tmem230",1018,1685,1729,1641,1756,1890,1881,1783
"Tmem231",244,496,479,499,512,578,555,496
"Tmem232",1,0,0,1,0,0,1,0
"Tmem234",1203,2250,2392,2207,2227,2273,2431,2415
"Tmem236",4,9,4,4,9,13,8,11
"Tmem237",675,1240,1181,1374,1409,1478,1502,1371
"Tmem238",32,52,52,54,49,53,53,52
"Tmem239",0,2,0,2,2,3,4,1
"Tmem240",9,12,12,9,5,16,22,12
"Tmem241",176,377,385,339,387,460,478,457
"Tmem242",1192,2082,2351,2176,2148,2208,1994,2005
"Tmem243",131,232,248,268,246,212,235,266
"Tmem245",235,551,391,457,549,498,466,364
"Tmem246",129,214,250,209,261,177,141,203
"Tmem248",2116,4449,4290,4166,4366,4562,4718,4519
"Tmem25",13,48,48,37,47,66,59,47
"Tmem251",198,461,498,433,555,579,826,774
"Tmem252",3,6,13,6,5,9,1,12
"Tmem253",0,6,12,3,6,7,13,8
"Tmem255a",1,0,1,1,1,0,1,0
"Tmem255b",5,2,3,6,2,0,0,0
"Tmem256",566,1259,1261,1117,1174,1196,1326,1246
"Tmem258",1241,2767,2666,2524,2525,2672,2940,2860
"Tmem259",2393,5067,4896,4515,4758,5324,5706,5131
"Tmem26",5,14,14,19,13,5,7,5
"Tmem260",692,1238,1015,1276,1289,1325,1112,1229
"Tmem261",363,718,854,797,773,731,779,827
"Tmem263",2313,4490,3865,4858,4413,4742,3785,4043
"Tmem265",55,99,111,106,118,137,112,110
"Tmem27",0,0,0,0,0,1,2,1
"Tmem29",212,353,317,385,329,370,405,370
"Tmem30a",1990,6301,3993,4781,5286,6279,5232,5275
"Tmem30c",1,1,0,1,0,0,1,2
"Tmem33",1818,4161,3783,3715,3935,4326,4234,4135
"Tmem35",4,12,16,14,17,18,17,14
"Tmem37",741,1447,1824,1415,1392,1444,1140,1261
"Tmem38a",3082,6075,7446,5469,6309,6652,4961,5450
"Tmem38b",1726,3895,4064,3592,4250,4948,4756,4596
"Tmem39a",1061,2250,2130,2062,2214,2335,2380,2410
"Tmem39b",186,416,379,361,401,424,417,406
"Tmem40",3,11,13,9,9,5,1,3
"Tmem41a",235,522,551,472,462,557,663,591
"Tmem41b",677,1415,1297,1231,1584,1725,1657,1611
"Tmem42",147,354,306,279,331,403,436,388
"Tmem43",5172,9583,10139,9881,9145,8952,11045,10987
"Tmem44",205,382,235,335,298,303,248,268
"Tmem45a",1638,3426,2028,2687,3335,4138,4252,3605
"Tmem45a2",0,2,0,0,1,0,0,2
"Tmem47",687,1852,1550,1766,1524,1699,1446,1601
"Tmem5",825,1669,1642,1666,1803,1777,1823,1918
"Tmem50a",3559,7730,7562,6798,7420,8506,8929,8117
"Tmem50b",944,1829,1883,1726,1679,1881,1679,1660
"Tmem52",1,0,2,2,0,1,0,1
"Tmem53",176,384,322,304,346,465,435,313
"Tmem54",1,1,2,2,1,0,0,0
"Tmem55a",1941,3697,3724,3910,3891,4047,3421,3607
"Tmem55b",993,2145,1960,1862,2082,2342,2912,2539
"Tmem56",21,49,45,63,27,40,28,52
"Tmem57",1544,3307,3164,3069,3596,4311,4166,3793
"Tmem59",7400,14984,16043,14892,14876,16171,17080,16205
"Tmem59l",1,4,0,3,2,0,0,3
"Tmem60",304,676,697,668,680,778,876,778
"Tmem62",539,900,1005,933,911,948,821,982
"Tmem63a",2039,4310,4356,4177,3951,4494,5533,4915
"Tmem63b",1481,3092,2887,2784,2957,3285,3402,3061
"Tmem63c",0,0,2,0,2,2,1,1
"Tmem64",5461,11445,10118,12040,13293,14171,10605,9749
"Tmem65",2605,5433,4856,5860,6204,6873,5844,5002
"Tmem67",231,519,395,464,566,609,569,550
"Tmem68",367,720,702,703,786,780,817,879
"Tmem69",382,664,820,756,761,675,609,675
"Tmem70",1166,1938,2093,2322,2138,2034,1783,2087
"Tmem71",14,10,8,22,17,23,12,14
"Tmem74",3,2,4,4,12,7,9,7
"Tmem79",91,246,186,166,227,291,364,249
"Tmem8",73,115,111,106,103,116,102,128
"Tmem80",146,322,350,307,311,349,328,306
"Tmem81",105,179,167,202,196,234,197,230
"Tmem82",1,2,0,3,1,1,0,1
"Tmem86a",730,1365,2191,1619,1492,1376,1471,1750
"Tmem86b",33,49,32,41,59,37,25,36
"Tmem87a",1321,2548,2316,2619,2707,2648,2471,2810
"Tmem87b",763,1805,1408,1793,2028,2352,2222,2124
"Tmem88",6,4,5,9,6,10,9,5
"Tmem88b",65,104,129,148,128,89,70,102
"Tmem8b",111,202,268,240,216,203,190,206
"Tmem8c",8083,13524,21246,15658,13811,14058,10332,12355
"Tmem9",1375,2746,3070,2791,2608,2554,2805,2769
"Tmem91",2,4,3,3,7,5,3,2
"Tmem95",24,25,30,37,19,17,19,31
"Tmem97",1270,2314,2377,2323,2227,2033,2202,2301
"Tmem98",1222,2964,2267,2297,2732,3456,3391,2772
"Tmem9b",1124,2308,2565,2225,2414,2313,2265,2345
"Tmf1",500,1478,1026,1138,1187,1349,1233,1333
"Tmie",64,85,104,96,80,48,36,76
"Tmigd1",1,3,1,1,5,5,6,7
"Tmod1",714,1218,1725,1347,1329,1217,1020,1041
"Tmod2",24,50,40,53,39,33,44,53
"Tmod3",1723,3403,2948,3694,3842,3703,3429,3472
"Tmod4",15,26,34,30,30,36,30,37
"Tmpo",5895,10813,8910,11384,10743,8934,7538,8279
"Tmppe",158,367,405,363,365,328,451,424
"Tmprss11b",1,9,4,6,4,7,4,7
"Tmprss11f",12,15,10,25,16,25,21,11
"Tmprss2",0,0,3,2,2,0,0,2
"Tmprss6",29,40,40,49,28,49,33,34
"Tmprss7",1,0,0,1,0,1,0,0
"Tmprss9",1,0,3,1,1,0,3,3
"Tmsb10",18968,32102,36139,32355,32790,29780,24979,26805
"Tmsb15a",0,3,6,2,3,4,1,5
"Tmsb4x",24043,38477,45633,44653,41216,30080,21676,31910
"Tmtc1",1,2,2,3,3,4,3,4
"Tmtc2",97,192,105,170,158,129,96,150
"Tmtc3",556,1421,829,1097,1204,1177,1121,1232
"Tmtc4",634,1108,988,1278,1205,1145,1124,1244
"Tmub1",165,314,263,265,272,398,462,333
"Tmub2",1327,2833,2581,2434,2655,2994,3032,2817
"Tmx1",2116,4042,3565,4229,4484,4467,4430,4703
"Tmx2",1627,2910,2946,2638,2886,2880,2883,2801
"Tmx3",1088,3458,2313,2711,2932,3426,3327,3146
"Tmx4",1502,2736,2978,3046,3002,2985,2715,2856
"Tnc",21202,28474,32408,34938,29986,17313,14684,24637
"Tnf",13,36,20,14,33,29,25,12
"Tnfaip1",3394,6570,6730,6405,6431,6252,6597,6283
"Tnfaip2",2883,9057,7353,6233,8544,11578,15964,12051
"Tnfaip3",999,1942,1705,1775,2108,2204,1956,1875
"Tnfaip6",34,29,28,46,44,29,32,30
"Tnfaip8",481,801,819,967,780,736,696,751
"Tnfaip8l1",110,137,173,200,141,114,100,129
"Tnfaip8l2",4,4,4,4,3,5,4,2
"Tnfrsf10b",901,1606,1800,1718,1462,1482,1773,1813
"Tnfrsf11a",6,2,2,6,9,1,1,8
"Tnfrsf11b",158,240,254,268,307,236,130,274
"Tnfrsf12a",3718,5637,5849,5930,6006,4501,4092,5073
"Tnfrsf13c",3,5,2,7,5,6,5,6
"Tnfrsf14",15,24,37,24,32,23,15,27
"Tnfrsf18",15,25,42,42,29,27,36,26
"Tnfrsf19",25,38,128,63,43,29,22,64
"Tnfrsf1a",3442,7430,8056,7171,6854,8144,10600,9324
"Tnfrsf1b",2725,5050,4854,4878,4965,4851,4741,5194
"Tnfrsf21",109,195,344,256,237,186,275,368
"Tnfrsf22",218,526,493,451,594,571,943,824
"Tnfrsf23",1255,2517,2570,2319,2674,3078,4341,4211
"Tnfrsf25",158,275,319,310,285,214,161,248
"Tnfrsf26",4,10,4,5,15,16,23,15
"Tnfrsf4",11,18,19,20,24,17,14,21
"Tnfrsf8",5,1,1,5,3,1,4,2
"Tnfrsf9",36,162,82,73,120,205,827,732
"Tnfsf10",0,3,3,0,4,1,1,2
"Tnfsf11",5,7,3,7,7,7,6,14
"Tnfsf12",205,373,304,289,330,353,346,308
"Tnfsf13",8,38,8,10,29,37,34,16
"Tnfsf13b",1,3,3,2,1,3,3,1
"Tnfsf14",0,0,0,0,0,1,3,4
"Tnfsf15",54,81,57,88,55,46,19,51
"Tnfsf18",2,3,4,3,1,7,13,13
"Tnfsf4",1,1,0,1,2,1,2,2
"Tnfsf9",175,375,366,312,345,382,557,540
"Tnik",121,316,205,263,359,323,221,236
"Tnip1",2010,4024,4177,3870,4006,4187,4393,4050
"Tnip2",257,634,537,513,570,669,679,592
"Tnip3",3,8,5,4,11,15,8,15
"Tnk1",1,2,2,1,3,2,0,1
"Tnk2",1089,2041,1924,2010,1964,1845,2156,2231
"Tnk2os",7,7,1,9,8,7,11,6
"Tnks",1048,2477,1881,2259,2666,2487,2372,2213
"Tnks1bp1",5893,11585,11159,11459,11273,10746,11460,11021
"Tnks2",3546,7528,6455,7562,7942,8218,7446,7592
"Tnmd",0,1,1,1,0,0,0,0
"Tnn",65,81,52,91,106,13,12,75
"Tnnc1",11815,21918,32670,23297,22009,21171,15343,19537
"Tnnc2",4217,6802,10968,7967,7350,6407,4671,6460
"Tnni1",12329,21540,33346,23338,21782,19681,14541,19671
"Tnni2",3337,5703,8609,6105,5821,5193,3851,5214
"Tnni3",8,11,22,14,15,18,10,13
"Tnni3k",3,9,6,7,10,8,5,8
"Tnnt1",4725,7463,10426,8276,8108,6266,4131,6425
"Tnnt2",10429,16982,28391,21077,18858,15776,11470,15968
"Tnnt3",8769,14728,21385,15758,16304,14999,10608,14105
"Tnpo1",1974,5157,3864,4472,4873,4206,4161,3991
"Tnpo2",3692,7048,8325,7591,6609,6377,8700,8655
"Tnpo3",2499,4548,4795,5129,5056,4965,4685,4726
"Tnr",2,1,1,4,5,13,5,3
"Tnrc18",2503,4968,4488,4866,5141,4568,4705,4536
"Tnrc6a",760,2099,1492,1842,2039,1833,1785,1704
"Tnrc6b",1012,3163,1998,2488,2986,2884,2604,2554
"Tnrc6c",700,1725,1232,1436,1666,1770,1630,1430
"Tns1",9046,16478,18013,17538,17555,15379,15956,15883
"Tns2",2901,6923,6229,5950,6559,7606,8145,6551
"Tns3",8164,15114,14874,15467,15420,14082,13448,13453
"Tns4",21,76,42,38,68,87,89,84
"Tnxb",0,4,3,1,5,6,46,35
"Tob1",1631,3185,3266,3294,3431,3909,3225,3275
"Tob2",1342,2442,2907,2797,2471,2599,2570,2623
"Toe1",489,804,817,835,843,828,870,866
"Tollip",2106,4214,4120,3785,4238,4284,4488,4468
"Tom1",835,1857,2064,1617,1835,2053,2144,1964
"Tom1l1",201,442,273,335,470,449,348,342
"Tom1l2",2000,3916,4311,3916,3966,3962,4331,3945
"Tomm20",3160,5831,6167,5881,5900,6080,6894,6618
"Tomm22",2372,4056,4575,4341,4057,3760,3950,4169
"Tomm34",599,1184,1233,1098,1222,1175,1157,1124
"Tomm40",1262,2056,2893,2477,2198,1965,2135,2190
"Tomm40l",600,1009,1030,947,944,913,942,915
"Tomm5",900,1594,1927,1642,1482,1393,1575,1694
"Tomm6",719,816,879,815,742,816,845,838
"Tomm6os",5,11,10,8,9,6,9,14
"Tomm7",838,1749,1959,1702,1674,1652,1742,1606
"Tomm70a",2571,5060,5289,5743,5325,4984,4621,5287
"Tomt",61,85,90,101,100,78,85,85
"Tonsl",321,558,363,551,577,411,351,414
"Top1",1631,4173,3573,3766,3586,3628,3353,3836
"Top1mt",226,457,483,421,443,426,443,428
"Top2a",4707,9659,5681,9052,7764,4146,3014,5797
"Top2b",1370,4750,2952,3309,3298,3586,3299,3802
"Top3a",363,750,682,658,679,636,677,728
"Top3b",1202,2233,2439,2261,2171,2266,2439,2342
"Topbp1",1540,2609,2118,2900,2504,1682,1705,2234
"Topors",927,2500,1551,2028,2321,2410,1895,2052
"Toporsos",9,3,5,8,6,8,4,5
"Tor1a",796,1531,1587,1542,1481,1562,1765,1691
"Tor1aip1",2208,3808,3545,4112,4317,4255,4085,3925
"Tor1aip2",4989,8868,10225,9591,9245,9139,9012,9308
"Tor1b",2057,3968,4288,4061,4034,3872,4215,4338
"Tor2a",465,867,938,803,832,855,968,921
"Tor3a",1800,3713,3871,3193,3908,4479,5265,4754
"Tor4a",1014,1588,2057,2021,1507,1193,1391,1609
"Tox",0,1,1,0,1,1,0,0
"Tox2",12,10,5,14,6,15,11,6
"Tox4",2190,3679,3848,3687,3857,3738,3705,3604
"Tpbg",1795,2796,2917,3143,2825,2758,3090,3356
"Tpcn1",2101,4948,3969,3903,4820,5226,5038,4267
"Tpcn2",240,400,550,495,440,394,499,512
"Tpd52",701,1279,1168,1306,1487,1575,1514,1492
"Tpd52l1",136,256,361,274,303,325,376,340
"Tpd52l2",2378,4665,5041,4709,4626,4685,5304,4965
"Tpgs1",404,886,767,723,866,932,939,880
"Tpgs2",650,1202,1051,1220,1323,1225,1064,1027
"Tph1",0,1,2,1,3,4,5,4
"Tph2",12,38,10,17,33,42,28,26
"Tpi1",23926,51166,35920,39070,46725,53396,50949,45126
"Tpk1",94,186,163,206,198,203,168,201
"Tpm1",30137,45697,64412,58413,48157,35930,28850,41472
"Tpm2",21330,35895,58906,41967,38000,32886,26793,33951
"Tpm3",8402,12767,14433,14264,13238,11666,11812,12416
"Tpm4",28088,40477,46894,50468,43441,33810,33717,40984
"Tpmt",247,477,470,464,531,493,408,418
"Tpp1",2251,5750,4678,4429,6373,7755,7915,6567
"Tpp2",1460,3971,3052,3513,3485,3478,3060,3385
"Tppp",3,0,1,6,2,2,0,3
"Tppp3",1439,3372,2237,2471,3266,3673,3245,2421
"Tpr",684,2210,1537,1524,2156,2240,2228,2343
"Tpra1",421,936,1033,862,852,997,1211,1017
"Tprg",2,0,1,3,3,1,0,2
"Tprgl",2102,4430,5120,4278,4200,4822,5348,5072
"Tprkb",882,1730,1867,1853,1730,1700,1929,1967
"Tprn",243,402,468,442,474,433,423,455
"Tpsab1",23,154,111,48,141,254,554,494
"Tpsb2",0,0,0,0,0,1,1,1
"Tpst1",1422,2510,3002,3084,2441,2565,2558,2529
"Tpst2",2409,4402,5001,4526,4355,4132,4346,4477
"Tpt1",57376,109326,110879,105128,111335,119924,128679,123734
"Tpte",0,1,0,0,3,0,2,1
"Tpx2",2922,3807,3871,5088,4157,2385,1756,2724
"Tra2a",2169,3752,3526,4109,3985,3425,2959,3461
"Tra2b",3429,5265,5644,6260,5372,4603,4554,5401
"Trabd",1369,2799,3108,2660,2740,3001,3105,2869
"Trabd2b",1591,1967,2132,2632,2201,664,440,2063
"Tradd",335,683,768,656,721,694,769,703
"Traf1",91,126,94,129,107,45,31,78
"Traf2",1394,2525,3072,2813,2431,2403,2603,2587
"Traf3",1609,2930,2792,3234,3513,3099,2900,2945
"Traf3ip1",356,629,659,703,714,620,674,653
"Traf3ip2",121,285,259,249,287,365,441,326
"Traf3ip3",96,180,133,157,168,163,130,129
"Traf4",2911,4504,5278,4858,4557,3791,2942,3717
"Traf5",312,458,532,586,434,433,465,470
"Traf6",636,1386,1059,1245,1527,1494,1450,1451
"Traf7",2807,5358,5465,5209,5206,5020,5107,5038
"Trafd1",1145,2235,2298,2234,2168,2133,2235,2061
"Traip",225,318,336,378,335,160,136,253
"Trak1",2019,4034,3794,3687,4055,4283,4002,3621
"Trak2",1871,3499,3220,3764,3692,3394,3146,3385
"Tram1",4251,8242,6938,8092,9036,10441,9027,8574
"Tram1l1",127,246,297,282,265,270,265,270
"Tram2",152,329,312,289,314,264,271,260
"Trank1",2,0,0,2,0,0,0,1
"Trap1",2186,3951,4580,4324,3805,3619,3840,3874
"Trappc1",1099,2083,2275,2092,2006,2041,1876,1820
"Trappc10",1899,3759,3828,3601,3866,3815,4201,3736
"Trappc11",1174,2269,2371,2406,2508,2506,2539,2573
"Trappc12",1151,2382,2233,2120,2221,2291,2358,2253
"Trappc13",1999,3438,3617,3741,3618,3286,3050,3387
"Trappc2",402,586,680,742,734,736,633,716
"Trappc2l",454,970,1041,891,967,1033,1084,972
"Trappc3",1880,3487,3788,3630,3456,3235,3446,3406
"Trappc4",1141,2137,2312,2199,2118,2051,2213,2354
"Trappc5",842,1645,1890,1618,1484,1521,1762,1780
"Trappc6a",357,797,801,755,784,818,1034,1044
"Trappc6b",981,1868,1939,2048,1968,2174,2210,2283
"Trappc8",1037,2709,1774,2289,2526,2866,2547,2405
"Trappc9",1243,2426,2504,2420,2356,2399,2245,2199
"Trcg1",0,5,2,1,3,2,3,2
"Trdmt1",159,272,295,335,295,245,241,264
"Trdn",10,27,21,16,35,32,19,27
"Trem2",7,45,28,24,30,43,123,79
"Trem3",0,1,1,0,2,2,3,0
"Trerf1",208,391,377,397,354,394,453,401
"Trex1",203,284,343,347,331,363,380,351
"Trf",7,17,13,22,15,14,18,11
"Trhde",5,5,10,7,5,6,7,7
"Trhr2",1,4,1,1,2,5,7,4
"Triap1",484,915,1224,1035,909,843,938,1088
"Trib1",378,1153,891,821,1203,1716,2226,1667
"Trib2",454,1161,723,802,1251,1700,1745,1332
"Trib3",132,633,233,211,564,1041,2703,2408
"Tril",588,750,690,1013,649,334,226,482
"Trim11",641,1313,1634,1407,1241,1284,1783,1817
"Trim12c",88,219,148,168,217,190,152,212
"Trim13",429,761,910,843,804,782,718,736
"Trim14",20,26,21,34,15,18,17,20
"Trim15",2,4,4,8,5,7,9,8
"Trim16",814,1556,1459,1407,1729,1753,1820,1445
"Trim17",16,27,35,24,32,24,33,25
"Trim2",529,1646,918,1344,1416,1624,1325,1191
"Trim21",105,240,152,186,203,217,214,185
"Trim23",393,1097,794,961,1008,1103,956,939
"Trim24",420,916,561,812,870,853,653,760
"Trim25",1133,2145,2028,2092,2353,2103,2203,1961
"Trim26",1109,1917,2057,2082,2071,1906,1895,1970
"Trim27",1441,2284,2562,2639,2355,2181,2269,2336
"Trim28",5626,9936,9953,10063,9386,8891,8962,9314
"Trim29",4,9,9,5,6,2,3,9
"Trim3",1096,2050,2199,2129,1972,2026,2344,2270
"Trim30a",11,21,4,16,29,22,17,24
"Trim32",1052,2051,2007,2038,1882,1915,1987,1933
"Trim33",456,1542,758,1041,1288,1345,1247,1314
"Trim34a",5,15,11,9,26,13,11,18
"Trim34b",5,13,10,12,23,20,21,11
"Trim35",6616,12291,13640,12677,12006,12119,13811,14021
"Trim36",26,47,32,44,44,35,28,37
"Trim37",997,1910,1779,1987,2001,1967,1997,1960
"Trim38",0,1,1,0,1,0,2,1
"Trim39",345,811,794,738,800,723,802,763
"Trim40",0,0,1,1,0,0,3,0
"Trim41",1099,2183,2000,2068,2224,2023,2117,2007
"Trim43a",3,3,9,4,2,3,4,9
"Trim43b",0,2,3,3,2,4,3,6
"Trim43c",5,8,10,11,8,10,8,12
"Trim44",2403,4598,4320,4979,4908,4597,4614,4928
"Trim45",165,332,277,316,323,332,354,321
"Trim46",248,501,452,467,500,529,572,528
"Trim47",1331,2109,2471,2397,2026,1769,1642,1774
"Trim54",606,1265,1570,1138,1195,1185,1043,1146
"Trim55",1555,2743,2940,2573,3155,2996,2382,2545
"Trim56",206,504,320,407,505,336,390,328
"Trim59",1375,2751,2075,2880,2283,1811,1432,2007
"Trim62",63,120,71,107,113,119,106,136
"Trim63",539,962,1346,1007,985,938,730,941
"Trim65",79,181,161,156,207,208,257,203
"Trim66",75,52,98,124,62,18,19,65
"Trim67",0,1,1,3,0,0,0,3
"Trim68",149,334,285,319,379,395,339,331
"Trim69",1,6,6,1,6,5,5,3
"Trim7",117,189,156,215,164,180,173,169
"Trim72",2554,4467,6890,4409,4913,4175,3372,4516
"Trim8",2112,4042,3511,3643,4159,4464,4005,3819
"Trio",2641,5160,5220,5127,6198,5257,4895,5415
"Triobp",753,1419,1155,1268,1363,1615,1926,1549
"Trip10",1301,2647,2724,2629,2598,2815,2929,2693
"Trip11",164,598,370,341,540,575,576,573
"Trip12",4773,11209,8382,10733,11478,11176,9463,9937
"Trip13",330,417,410,527,445,248,206,334
"Trip4",832,1732,1565,1774,1823,1842,1651,1763
"Trip6",1215,2512,2474,2290,2392,2547,2961,2659
"Triqk",87,219,153,196,235,235,174,184
"Trit1",693,1164,1491,1408,1206,1168,1029,1127
"Trmt1",1411,2667,2804,2710,2564,2797,3331,3107
"Trmt10a",390,706,649,749,828,707,573,693
"Trmt10b",205,400,365,377,425,391,419,391
"Trmt10c",362,813,721,905,810,863,744,871
"Trmt11",253,467,415,489,520,504,461,510
"Trmt112",1447,2499,2599,2493,2514,2720,2962,2625
